id,state,name,residents_confirmed,residents_confirmed_rate,residents_deaths,residents_deaths_rate,residents_active,residents_active_rate,residents_tested,residents_tested_rate,staff_confirmed,staff_confirmed_rate,staff_deaths,staff_deaths_rate,staff_active,staff_active_rate
427,Idaho,Capp,,,,,,,,,,,,,,
428,Idaho,Central Office,,,,,,,,,2020-10-20|6;2020-10-21|6;2020-10-26|7;2020-10-27|10;2020-10-28|10;2020-10-29|9;2020-10-30|9;2020-11-03|9;2020-11-05|10;2020-11-06|10;2020-11-10|10;2020-11-12|10;2020-11-14|10;2020-11-16|11;2020-11-18|11;2020-11-20|12;2020-11-22|12;2020-11-23|12;2020-11-26|13;2020-11-29|13;2020-11-30|15;2020-12-02|15;2020-12-04|15;2020-12-06|15;2020-12-07|15;2020-12-09|16;2020-12-13|16;2020-12-14|18;2020-12-16|18;2020-12-18|18;2020-12-21|18;2020-12-22|18;2020-12-23|18;2020-12-25|18;2020-12-27|18;2020-12-28|19;2020-12-29|20;2020-12-30|21;2021-01-01|21;2021-01-03|21;2021-01-04|21;2021-01-05|21;2021-01-06|21;2021-01-08|22;2021-01-10|22;2021-01-11|22;2021-01-13|22;2021-01-15|22;2021-01-17|22;2021-01-18|22;2021-01-20|22;2021-01-22|24;2021-01-25|24;2021-01-27|24;2021-01-29|24;2021-01-31|24;2021-02-01|24;2021-02-03|24;2021-02-05|24;2021-02-07|24;2021-02-08|24;2021-02-10|24;2021-02-12|24;2021-02-14|24;2021-02-15|24;2021-02-17|24;2021-02-19|24;2021-02-22|24;2021-02-23|24;2021-02-24|24;2021-02-26|24;2021-02-28|24;2021-03-01|24;2021-03-03|24;2021-03-05|24;2021-03-07|24;2021-03-08|24;2021-03-10|24;2021-03-12|24;2021-03-14|24;2021-03-15|24;2021-03-17|24;2021-03-19|24;2021-03-21|24;2021-03-22|24;2021-03-24|24;2021-03-26|24;2021-03-28|24;2021-03-29|24;2021-03-31|24;2021-04-02|24;2021-04-04|24;2021-04-05|24;2021-04-07|24;2021-04-09|24;2021-04-11|24;2021-04-12|24;2021-04-14|24;2021-04-16|24;2021-04-18|24;2021-04-19|24;2021-04-21|24;2021-04-23|24;2021-04-25|24;2021-04-26|24;2021-04-28|24;2021-04-30|24;2021-05-02|24;2021-05-03|24;2021-05-05|24;2021-05-07|24;2021-05-09|24;2021-05-10|24;2021-05-12|24;2021-05-14|24;2021-05-16|24;2021-05-17|24;2021-05-19|24;2021-05-21|24;2021-05-23|24;2021-05-24|24;2021-05-26|24;2021-05-30|24;2021-05-31|24;2021-06-02|24;2021-06-04|24;2021-06-06|24;2021-06-07|24;2021-06-09|24;2021-06-11|24;2021-06-13|24;2021-06-14|24;2021-06-18|24;2021-06-21|24;2021-06-25|24;2021-06-28|24;,,,,2020-10-20|2;2020-10-21|2;2020-10-26|2;2020-10-27|3;2020-10-28|3;2020-10-29|2;2020-10-30|2;2020-11-03|1;2020-11-05|1;2020-11-06|1;2020-11-10|1;2020-11-12|1;2020-11-14|0;2020-11-16|1;2020-11-18|1;2020-11-20|3;2020-11-22|3;2020-11-23|3;2020-11-26|4;2020-11-29|4;2020-11-30|5;2020-12-02|4;2020-12-04|4;2020-12-06|4;2020-12-07|4;2020-12-09|5;2020-12-13|4;2020-12-14|5;2020-12-16|3;2020-12-18|3;2020-12-21|2;2020-12-22|2;2020-12-23|2;2020-12-25|2;2020-12-27|2;2020-12-28|3;2020-12-29|4;2020-12-30|5;2021-01-01|5;2021-01-03|5;2021-01-04|5;2021-01-05|5;2021-01-06|5;2021-01-08|4;2021-01-10|4;2021-01-11|2;2021-01-13|2;2021-01-15|2;2021-01-17|2;2021-01-18|2;2021-01-20|1;2021-01-22|3;2021-01-25|3;2021-01-27|1;2021-01-29|1;2021-01-31|1;2021-02-01|1;2021-02-03|1;2021-02-05|1;2021-02-07|1;2021-02-08|1;2021-02-10|1;2021-02-12|1;2021-02-14|1;2021-02-15|1;2021-02-17|1;2021-02-19|1;2021-02-22|1;2021-02-23|1;2021-02-24|1;2021-02-26|1;2021-02-28|1;2021-03-01|1;2021-03-03|1;2021-03-05|1;2021-03-07|1;2021-03-08|1;2021-03-10|1;2021-03-12|1;2021-03-14|1;2021-03-15|1;2021-03-17|1;2021-03-19|1;2021-03-21|1;2021-03-22|1;2021-03-24|1;2021-03-26|1;2021-03-28|1;2021-03-29|1;2021-03-31|1;2021-04-02|1;2021-04-04|1;2021-04-05|1;2021-04-07|1;2021-04-09|1;2021-04-11|1;2021-04-12|1;2021-04-14|1;2021-04-16|1;2021-04-18|1;2021-04-19|1;2021-04-21|1;2021-04-23|1;2021-04-25|1;2021-04-26|1;2021-04-28|1;2021-04-30|1;2021-05-02|null;2021-05-03|null;2021-05-05|1;2021-05-07|1;2021-05-09|1;2021-05-10|1;2021-05-12|1;2021-05-14|1;2021-05-16|1;2021-05-17|1;2021-05-19|1;2021-05-21|1;2021-05-23|1;2021-05-24|1;2021-05-26|1;2021-05-30|1;2021-05-31|1;2021-06-02|1;2021-06-04|1;2021-06-06|1;2021-06-07|1;2021-06-09|1;2021-06-11|1;2021-06-13|1;2021-06-14|1;2021-06-18|1;2021-06-21|1;2021-06-25|1;2021-06-28|1;,
429,Idaho,District 1,,,,,,,,,2020-10-20|1;2020-10-21|1;2020-10-26|2;2020-10-27|2;2020-10-28|2;2020-10-29|2;2020-10-30|2;2020-11-03|2;2020-11-05|2;2020-11-06|2;2020-11-10|2;2020-11-12|2;2020-11-14|2;2020-11-16|2;2020-11-18|2;2020-11-20|2;2020-11-22|2;2020-11-23|2;2020-11-26|2;2020-11-29|2;2020-11-30|3;2020-12-02|3;2020-12-04|3;2020-12-06|3;2020-12-07|3;2020-12-09|3;2020-12-13|3;2020-12-14|3;2020-12-16|3;2020-12-18|3;2020-12-21|3;2020-12-22|3;2020-12-23|3;2020-12-25|3;2020-12-27|3;2020-12-28|3;2020-12-29|3;2020-12-30|3;2021-01-01|3;2021-01-03|3;2021-01-04|3;2021-01-05|4;2021-01-06|4;2021-01-08|4;2021-01-10|4;2021-01-11|4;2021-01-13|4;2021-01-15|4;2021-01-17|4;2021-01-18|4;2021-01-20|4;2021-01-22|4;2021-01-25|4;2021-01-27|4;2021-01-29|4;2021-01-31|4;2021-02-01|4;2021-02-03|4;2021-02-05|4;2021-02-07|4;2021-02-08|4;2021-02-10|4;2021-02-12|4;2021-02-14|4;2021-02-15|4;2021-02-17|5;2021-02-19|5;2021-02-22|5;2021-02-23|5;2021-02-24|5;2021-02-26|5;2021-02-28|5;2021-03-01|5;2021-03-03|5;2021-03-05|5;2021-03-07|6;2021-03-08|6;2021-03-10|6;2021-03-12|6;2021-03-14|6;2021-03-15|6;2021-03-17|6;2021-03-19|6;2021-03-21|6;2021-03-22|6;2021-03-24|6;2021-03-26|6;2021-03-28|6;2021-03-29|6;2021-03-31|6;2021-04-02|6;2021-04-04|6;2021-04-05|6;2021-04-07|6;2021-04-09|6;2021-04-11|6;2021-04-12|6;2021-04-14|6;2021-04-16|6;2021-04-18|6;2021-04-19|6;2021-04-21|6;2021-04-23|6;2021-04-25|6;2021-04-26|6;2021-04-28|6;2021-04-30|6;2021-05-02|6;2021-05-03|6;2021-05-05|6;2021-05-07|6;2021-05-09|6;2021-05-10|6;2021-05-12|7;2021-05-14|7;2021-05-16|7;2021-05-17|7;2021-05-19|7;2021-05-21|7;2021-05-23|7;2021-05-24|7;2021-05-26|7;2021-05-30|7;2021-05-31|7;2021-06-02|7;2021-06-04|7;2021-06-06|7;2021-06-07|7;2021-06-09|7;2021-06-11|7;2021-06-13|7;2021-06-14|7;2021-06-18|7;2021-06-21|7;2021-06-25|7;2021-06-28|7;,,,,2020-10-20|0;2020-10-21|0;2020-10-26|1;2020-10-27|1;2020-10-28|1;2020-10-29|1;2020-10-30|1;2020-11-03|0;2020-11-05|0;2020-11-06|0;2020-11-10|0;2020-11-12|0;2020-11-14|0;2020-11-16|0;2020-11-18|0;2020-11-20|0;2020-11-22|0;2020-11-23|0;2020-11-26|0;2020-11-29|0;2020-11-30|1;2020-12-02|1;2020-12-04|1;2020-12-06|1;2020-12-07|1;2020-12-09|1;2020-12-13|1;2020-12-14|1;2020-12-16|1;2020-12-18|1;2020-12-21|1;2020-12-22|1;2020-12-23|1;2020-12-25|0;2020-12-27|0;2020-12-28|0;2020-12-29|0;2020-12-30|0;2021-01-01|0;2021-01-03|0;2021-01-04|0;2021-01-05|1;2021-01-06|1;2021-01-08|1;2021-01-10|1;2021-01-11|1;2021-01-13|1;2021-01-15|1;2021-01-17|1;2021-01-18|1;2021-01-20|1;2021-01-22|1;2021-01-25|1;2021-01-27|0;2021-01-29|0;2021-01-31|0;2021-02-01|0;2021-02-03|0;2021-02-05|0;2021-02-07|0;2021-02-08|0;2021-02-10|0;2021-02-12|0;2021-02-14|0;2021-02-15|0;2021-02-17|1;2021-02-19|1;2021-02-22|1;2021-02-23|1;2021-02-24|0;2021-02-26|0;2021-02-28|0;2021-03-01|0;2021-03-03|0;2021-03-05|0;2021-03-07|1;2021-03-08|1;2021-03-10|1;2021-03-12|1;2021-03-14|1;2021-03-15|1;2021-03-17|0;2021-03-19|0;2021-03-21|0;2021-03-22|0;2021-03-24|0;2021-03-26|0;2021-03-28|0;2021-03-29|0;2021-03-31|0;2021-04-02|0;2021-04-04|0;2021-04-05|0;2021-04-07|0;2021-04-09|0;2021-04-11|0;2021-04-12|0;2021-04-14|0;2021-04-16|0;2021-04-18|0;2021-04-19|0;2021-04-21|0;2021-04-23|0;2021-04-25|0;2021-04-26|0;2021-04-28|0;2021-04-30|0;2021-05-02|null;2021-05-03|null;2021-05-05|0;2021-05-07|0;2021-05-09|0;2021-05-10|0;2021-05-12|1;2021-05-14|1;2021-05-16|1;2021-05-17|0;2021-05-19|0;2021-05-21|0;2021-05-23|0;2021-05-24|0;2021-05-26|0;2021-05-30|0;2021-05-31|0;2021-06-02|0;2021-06-04|0;2021-06-06|0;2021-06-07|0;2021-06-09|0;2021-06-11|0;2021-06-13|0;2021-06-14|0;2021-06-18|0;2021-06-21|0;2021-06-25|0;2021-06-28|0;,
430,Idaho,District 3,,,,,,,,,2020-10-20|1;2020-10-21|1;2020-10-26|1;2020-10-27|1;2020-10-28|1;2020-10-29|1;2020-10-30|1;2020-11-03|1;2020-11-05|1;2020-11-06|1;2020-11-10|1;2020-11-12|1;2020-11-14|1;2020-11-16|3;2020-11-18|3;2020-11-20|3;2020-11-22|3;2020-11-23|3;2020-11-26|3;2020-11-29|3;2020-11-30|4;2020-12-02|4;2020-12-04|5;2020-12-06|5;2020-12-07|5;2020-12-09|5;2020-12-13|5;2020-12-14|5;2020-12-16|5;2020-12-18|5;2020-12-21|5;2020-12-22|5;2020-12-23|5;2020-12-25|5;2020-12-27|5;2020-12-28|5;2020-12-29|5;2020-12-30|5;2021-01-01|5;2021-01-03|5;2021-01-04|5;2021-01-05|5;2021-01-06|5;2021-01-08|5;2021-01-10|5;2021-01-11|5;2021-01-13|5;2021-01-15|5;2021-01-17|5;2021-01-18|5;2021-01-20|6;2021-01-22|6;2021-01-25|6;2021-01-27|6;2021-01-29|6;2021-01-31|6;2021-02-01|6;2021-02-03|6;2021-02-05|6;2021-02-07|6;2021-02-08|6;2021-02-10|6;2021-02-12|6;2021-02-14|6;2021-02-15|6;2021-02-17|6;2021-02-19|6;2021-02-22|6;2021-02-23|6;2021-02-24|6;2021-02-26|6;2021-02-28|6;2021-03-01|6;2021-03-03|6;2021-03-05|6;2021-03-07|6;2021-03-08|6;2021-03-10|6;2021-03-12|6;2021-03-14|6;2021-03-15|6;2021-03-17|6;2021-03-19|6;2021-03-21|6;2021-03-22|6;2021-03-24|8;2021-03-26|8;2021-03-28|7;2021-03-29|8;2021-03-31|8;2021-04-02|8;2021-04-04|8;2021-04-05|8;2021-04-07|8;2021-04-09|8;2021-04-11|8;2021-04-12|8;2021-04-14|8;2021-04-16|8;2021-04-18|8;2021-04-19|8;2021-04-21|8;2021-04-23|8;2021-04-25|8;2021-04-26|8;2021-04-28|8;2021-04-30|8;2021-05-02|8;2021-05-03|8;2021-05-05|8;2021-05-07|8;2021-05-09|8;2021-05-10|8;2021-05-12|8;2021-05-14|8;2021-05-16|8;2021-05-17|8;2021-05-19|8;2021-05-21|8;2021-05-23|8;2021-05-24|8;2021-05-26|8;2021-05-30|8;2021-05-31|8;2021-06-02|8;2021-06-04|8;2021-06-06|8;2021-06-07|8;2021-06-09|8;2021-06-11|8;2021-06-13|8;2021-06-14|8;2021-06-18|8;2021-06-21|8;2021-06-25|8;2021-06-28|8;,,,,2020-10-20|0;2020-10-21|0;2020-10-26|0;2020-10-27|0;2020-10-28|0;2020-10-29|0;2020-10-30|0;2020-11-03|0;2020-11-05|0;2020-11-06|0;2020-11-10|0;2020-11-12|0;2020-11-14|0;2020-11-16|2;2020-11-18|2;2020-11-20|1;2020-11-22|1;2020-11-23|0;2020-11-26|0;2020-11-29|0;2020-11-30|1;2020-12-02|1;2020-12-04|2;2020-12-06|2;2020-12-07|2;2020-12-09|2;2020-12-13|2;2020-12-14|1;2020-12-16|1;2020-12-18|1;2020-12-21|1;2020-12-22|1;2020-12-23|1;2020-12-25|1;2020-12-27|1;2020-12-28|0;2020-12-29|0;2020-12-30|0;2021-01-01|0;2021-01-03|0;2021-01-04|0;2021-01-05|0;2021-01-06|0;2021-01-08|0;2021-01-10|0;2021-01-11|0;2021-01-13|0;2021-01-15|0;2021-01-17|0;2021-01-18|0;2021-01-20|1;2021-01-22|1;2021-01-25|0;2021-01-27|0;2021-01-29|0;2021-01-31|0;2021-02-01|0;2021-02-03|0;2021-02-05|0;2021-02-07|0;2021-02-08|0;2021-02-10|0;2021-02-12|0;2021-02-14|0;2021-02-15|0;2021-02-17|0;2021-02-19|0;2021-02-22|0;2021-02-23|0;2021-02-24|0;2021-02-26|0;2021-02-28|0;2021-03-01|0;2021-03-03|0;2021-03-05|0;2021-03-07|0;2021-03-08|0;2021-03-10|0;2021-03-12|0;2021-03-14|0;2021-03-15|0;2021-03-17|0;2021-03-19|0;2021-03-21|0;2021-03-22|0;2021-03-24|2;2021-03-26|2;2021-03-28|1;2021-03-29|0;2021-03-31|0;2021-04-02|0;2021-04-04|0;2021-04-05|0;2021-04-07|0;2021-04-09|0;2021-04-11|0;2021-04-12|0;2021-04-14|0;2021-04-16|0;2021-04-18|0;2021-04-19|0;2021-04-21|0;2021-04-23|0;2021-04-25|0;2021-04-26|0;2021-04-28|0;2021-04-30|0;2021-05-02|null;2021-05-03|null;2021-05-05|0;2021-05-07|0;2021-05-09|0;2021-05-10|0;2021-05-12|0;2021-05-14|0;2021-05-16|0;2021-05-17|0;2021-05-19|0;2021-05-21|0;2021-05-23|0;2021-05-24|0;2021-05-26|0;2021-05-30|0;2021-05-31|0;2021-06-02|0;2021-06-04|0;2021-06-06|0;2021-06-07|0;2021-06-09|0;2021-06-11|0;2021-06-13|0;2021-06-14|0;2021-06-18|0;2021-06-21|0;2021-06-25|0;2021-06-28|0;,
431,Idaho,District 4,,,,,,,,,2020-10-20|6;2020-10-21|6;2020-10-26|6;2020-10-27|6;2020-10-28|6;2020-10-29|6;2020-10-30|6;2020-11-03|6;2020-11-05|6;2020-11-06|6;2020-11-10|6;2020-11-12|6;2020-11-14|7;2020-11-16|7;2020-11-18|7;2020-11-20|8;2020-11-22|8;2020-11-23|8;2020-11-26|10;2020-11-29|10;2020-11-30|11;2020-12-02|11;2020-12-04|11;2020-12-06|11;2020-12-07|12;2020-12-09|12;2020-12-13|14;2020-12-14|14;2020-12-16|14;2020-12-18|14;2020-12-21|14;2020-12-22|14;2020-12-23|14;2020-12-25|14;2020-12-27|14;2020-12-28|14;2020-12-29|14;2020-12-30|14;2021-01-01|14;2021-01-03|14;2021-01-04|14;2021-01-05|14;2021-01-06|15;2021-01-08|15;2021-01-10|15;2021-01-11|15;2021-01-13|15;2021-01-15|15;2021-01-17|15;2021-01-18|15;2021-01-20|15;2021-01-22|15;2021-01-25|15;2021-01-27|15;2021-01-29|15;2021-01-31|15;2021-02-01|15;2021-02-03|15;2021-02-05|15;2021-02-07|15;2021-02-08|15;2021-02-10|15;2021-02-12|15;2021-02-14|15;2021-02-15|15;2021-02-17|15;2021-02-19|16;2021-02-22|16;2021-02-23|16;2021-02-24|16;2021-02-26|16;2021-02-28|16;2021-03-01|16;2021-03-03|16;2021-03-05|16;2021-03-07|16;2021-03-08|16;2021-03-10|16;2021-03-12|16;2021-03-14|16;2021-03-15|16;2021-03-17|16;2021-03-19|16;2021-03-21|16;2021-03-22|16;2021-03-24|16;2021-03-26|16;2021-03-28|16;2021-03-29|16;2021-03-31|16;2021-04-02|16;2021-04-04|16;2021-04-05|16;2021-04-07|16;2021-04-09|16;2021-04-11|16;2021-04-12|16;2021-04-14|16;2021-04-16|16;2021-04-18|16;2021-04-19|16;2021-04-21|16;2021-04-23|16;2021-04-25|16;2021-04-26|16;2021-04-28|16;2021-04-30|16;2021-05-02|16;2021-05-03|16;2021-05-05|16;2021-05-07|16;2021-05-09|16;2021-05-10|16;2021-05-12|16;2021-05-14|16;2021-05-16|16;2021-05-17|16;2021-05-19|16;2021-05-21|16;2021-05-23|16;2021-05-24|16;2021-05-26|16;2021-05-30|16;2021-05-31|16;2021-06-02|16;2021-06-04|16;2021-06-06|16;2021-06-07|16;2021-06-09|16;2021-06-11|16;2021-06-13|16;2021-06-14|16;2021-06-18|16;2021-06-21|16;2021-06-25|16;2021-06-28|16;,,,,2020-10-20|1;2020-10-21|1;2020-10-26|1;2020-10-27|1;2020-10-28|1;2020-10-29|1;2020-10-30|1;2020-11-03|0;2020-11-05|0;2020-11-06|0;2020-11-10|0;2020-11-12|0;2020-11-14|1;2020-11-16|1;2020-11-18|1;2020-11-20|2;2020-11-22|2;2020-11-23|2;2020-11-26|4;2020-11-29|4;2020-11-30|4;2020-12-02|4;2020-12-04|4;2020-12-06|4;2020-12-07|4;2020-12-09|4;2020-12-13|5;2020-12-14|4;2020-12-16|3;2020-12-18|3;2020-12-21|3;2020-12-22|3;2020-12-23|2;2020-12-25|1;2020-12-27|1;2020-12-28|1;2020-12-29|0;2020-12-30|0;2021-01-01|0;2021-01-03|0;2021-01-04|0;2021-01-05|0;2021-01-06|1;2021-01-08|1;2021-01-10|1;2021-01-11|1;2021-01-13|1;2021-01-15|0;2021-01-17|0;2021-01-18|0;2021-01-20|0;2021-01-22|0;2021-01-25|0;2021-01-27|0;2021-01-29|0;2021-01-31|0;2021-02-01|0;2021-02-03|0;2021-02-05|0;2021-02-07|0;2021-02-08|0;2021-02-10|0;2021-02-12|0;2021-02-14|0;2021-02-15|0;2021-02-17|0;2021-02-19|1;2021-02-22|1;2021-02-23|1;2021-02-24|1;2021-02-26|1;2021-02-28|1;2021-03-01|0;2021-03-03|0;2021-03-05|0;2021-03-07|0;2021-03-08|0;2021-03-10|0;2021-03-12|0;2021-03-14|0;2021-03-15|0;2021-03-17|0;2021-03-19|0;2021-03-21|0;2021-03-22|0;2021-03-24|0;2021-03-26|0;2021-03-28|0;2021-03-29|0;2021-03-31|0;2021-04-02|0;2021-04-04|0;2021-04-05|0;2021-04-07|0;2021-04-09|0;2021-04-11|0;2021-04-12|0;2021-04-14|0;2021-04-16|0;2021-04-18|0;2021-04-19|0;2021-04-21|0;2021-04-23|0;2021-04-25|0;2021-04-26|0;2021-04-28|0;2021-04-30|0;2021-05-02|null;2021-05-03|null;2021-05-05|0;2021-05-07|0;2021-05-09|0;2021-05-10|0;2021-05-12|0;2021-05-14|0;2021-05-16|0;2021-05-17|0;2021-05-19|0;2021-05-21|0;2021-05-23|0;2021-05-24|0;2021-05-26|0;2021-05-30|0;2021-05-31|0;2021-06-02|0;2021-06-04|0;2021-06-06|0;2021-06-07|0;2021-06-09|0;2021-06-11|0;2021-06-13|0;2021-06-14|0;2021-06-18|0;2021-06-21|0;2021-06-25|0;2021-06-28|0;,
432,Idaho,District 5,,,,,,,,,2020-10-20|3;2020-10-21|3;2020-10-26|4;2020-10-27|4;2020-10-28|4;2020-10-29|4;2020-10-30|4;2020-11-03|4;2020-11-05|4;2020-11-06|4;2020-11-10|4;2020-11-12|4;2020-11-14|4;2020-11-16|4;2020-11-18|4;2020-11-20|5;2020-11-22|5;2020-11-23|5;2020-11-26|6;2020-11-29|6;2020-11-30|6;2020-12-02|6;2020-12-04|6;2020-12-06|6;2020-12-07|6;2020-12-09|6;2020-12-13|6;2020-12-14|6;2020-12-16|6;2020-12-18|6;2020-12-21|6;2020-12-22|6;2020-12-23|6;2020-12-25|6;2020-12-27|6;2020-12-28|6;2020-12-29|6;2020-12-30|6;2021-01-01|6;2021-01-03|6;2021-01-04|6;2021-01-05|8;2021-01-06|8;2021-01-08|8;2021-01-10|8;2021-01-11|8;2021-01-13|8;2021-01-15|8;2021-01-17|8;2021-01-18|8;2021-01-20|8;2021-01-22|8;2021-01-25|8;2021-01-27|8;2021-01-29|8;2021-01-31|8;2021-02-01|8;2021-02-03|8;2021-02-05|8;2021-02-07|8;2021-02-08|8;2021-02-10|8;2021-02-12|8;2021-02-14|8;2021-02-15|8;2021-02-17|8;2021-02-19|8;2021-02-22|8;2021-02-23|8;2021-02-24|8;2021-02-26|8;2021-02-28|8;2021-03-01|8;2021-03-03|8;2021-03-05|8;2021-03-07|8;2021-03-08|8;2021-03-10|8;2021-03-12|8;2021-03-14|8;2021-03-15|8;2021-03-17|8;2021-03-19|8;2021-03-21|8;2021-03-22|8;2021-03-24|8;2021-03-26|8;2021-03-28|8;2021-03-29|8;2021-03-31|8;2021-04-02|8;2021-04-04|8;2021-04-05|8;2021-04-07|8;2021-04-09|8;2021-04-11|8;2021-04-12|8;2021-04-14|8;2021-04-16|8;2021-04-18|8;2021-04-19|8;2021-04-21|8;2021-04-23|8;2021-04-25|8;2021-04-26|8;2021-04-28|8;2021-04-30|8;2021-05-02|8;2021-05-03|8;2021-05-05|8;2021-05-07|8;2021-05-09|8;2021-05-10|8;2021-05-12|8;2021-05-14|8;2021-05-16|8;2021-05-17|8;2021-05-19|8;2021-05-21|8;2021-05-23|8;2021-05-24|8;2021-05-26|8;2021-05-30|8;2021-05-31|8;2021-06-02|8;2021-06-04|8;2021-06-06|8;2021-06-07|8;2021-06-09|8;2021-06-11|8;2021-06-13|8;2021-06-14|8;2021-06-18|8;2021-06-21|8;2021-06-25|8;2021-06-28|8;,,,,2020-10-20|1;2020-10-21|1;2020-10-26|1;2020-10-27|1;2020-10-28|1;2020-10-29|1;2020-10-30|1;2020-11-03|0;2020-11-05|0;2020-11-06|0;2020-11-10|0;2020-11-12|0;2020-11-14|0;2020-11-16|0;2020-11-18|0;2020-11-20|1;2020-11-22|1;2020-11-23|1;2020-11-26|2;2020-11-29|2;2020-11-30|1;2020-12-02|0;2020-12-04|0;2020-12-06|0;2020-12-07|0;2020-12-09|0;2020-12-13|0;2020-12-14|0;2020-12-16|0;2020-12-18|0;2020-12-21|0;2020-12-22|0;2020-12-23|0;2020-12-25|0;2020-12-27|0;2020-12-28|0;2020-12-29|0;2020-12-30|0;2021-01-01|0;2021-01-03|0;2021-01-04|0;2021-01-05|2;2021-01-06|2;2021-01-08|2;2021-01-10|2;2021-01-11|2;2021-01-13|2;2021-01-15|2;2021-01-17|2;2021-01-18|2;2021-01-20|1;2021-01-22|1;2021-01-25|0;2021-01-27|0;2021-01-29|0;2021-01-31|0;2021-02-01|0;2021-02-03|0;2021-02-05|0;2021-02-07|0;2021-02-08|0;2021-02-10|0;2021-02-12|0;2021-02-14|0;2021-02-15|0;2021-02-17|0;2021-02-19|0;2021-02-22|0;2021-02-23|0;2021-02-24|0;2021-02-26|0;2021-02-28|0;2021-03-01|0;2021-03-03|0;2021-03-05|0;2021-03-07|0;2021-03-08|0;2021-03-10|0;2021-03-12|0;2021-03-14|0;2021-03-15|0;2021-03-17|0;2021-03-19|0;2021-03-21|0;2021-03-22|0;2021-03-24|0;2021-03-26|0;2021-03-28|0;2021-03-29|0;2021-03-31|0;2021-04-02|0;2021-04-04|0;2021-04-05|0;2021-04-07|0;2021-04-09|0;2021-04-11|0;2021-04-12|0;2021-04-14|0;2021-04-16|0;2021-04-18|0;2021-04-19|0;2021-04-21|0;2021-04-23|0;2021-04-25|0;2021-04-26|0;2021-04-28|0;2021-04-30|0;2021-05-02|null;2021-05-03|null;2021-05-05|0;2021-05-07|0;2021-05-09|0;2021-05-10|0;2021-05-12|0;2021-05-14|0;2021-05-16|0;2021-05-17|0;2021-05-19|0;2021-05-21|0;2021-05-23|0;2021-05-24|0;2021-05-26|0;2021-05-30|0;2021-05-31|0;2021-06-02|0;2021-06-04|0;2021-06-06|0;2021-06-07|0;2021-06-09|0;2021-06-11|0;2021-06-13|0;2021-06-14|0;2021-06-18|0;2021-06-21|0;2021-06-25|0;2021-06-28|0;,
